pair_id,type,perturbations,cae_levenshtein,cae_jaccard,cae_jaro_winkler,win_levenshtein,win_jaccard,win_jaro_winkler,value_ratio,cpv_match,country_match,label
non_1277,real_non_duplicate,none,0.4444444444444444,0.0,0.4444444444444444,0.12903225806451613,0.0,0.12903225806451613,0.1373404130053541,0,1,0
non_780,real_non_duplicate,none,0.3125,0.0,0.3125,0.43243243243243246,0.0,0.43243243243243246,0.0009189214705329193,0,0,0
non_984,real_non_duplicate,none,0.33333333333333337,0.11764705882352941,0.33333333333333337,0.30000000000000004,0.0,0.30000000000000004,0.07905007804877706,0,1,0
dup_1404,synthetic_duplicate,"case,word_drop",0.8666666666666667,0.08333333333333333,0.8666666666666667,0.8260869565217391,0.75,0.8260869565217391,1.0,1,1,1
non_395,real_non_duplicate,none,0.2909090909090909,0.0,0.2909090909090909,0.2222222222222222,0.0,0.2222222222222222,0.41202934080617626,0,0,0
non_1027,real_non_duplicate,none,0.24390243902439024,0.0,0.24390243902439024,0.16666666666666663,0.0,0.16666666666666663,0.00068368125,0,0,0
dup_460,synthetic_duplicate,"abbreviation,word_order",0.7857142857142857,1.0,0.7857142857142857,0.8888888888888888,1.0,0.8888888888888888,1.0,1,1,1
dup_470,synthetic_duplicate,"word_drop,case",1.0,1.0,1.0,0.9285714285714286,0.3333333333333333,0.9285714285714286,1.0,1,1,1
non_1497,real_non_duplicate,none,0.303030303030303,0.0,0.303030303030303,0.2153846153846154,0.0,0.2153846153846154,6.19966665012389e-09,0,0,0
dup_1602,synthetic_duplicate,"word_order,word_drop",0.9230769230769231,0.4,0.9230769230769231,0.6292134831460674,0.26666666666666666,0.6292134831460674,1.0,1,1,1
non_439,real_non_duplicate,none,0.022727272727272707,0.0,0.022727272727272707,0.051724137931034475,0.0,0.051724137931034475,2.505733117372548e-05,0,0,0
non_1619,real_non_duplicate,none,0.0449438202247191,0.0,0.0449438202247191,0.06779661016949157,0.0,0.06779661016949157,0.021973099763492723,0,0,0
dup_1727,synthetic_duplicate,case,1.0,1.0,1.0,0.8387096774193549,0.5,0.8387096774193549,1.0,1,1,1
dup_159,synthetic_duplicate,"word_order,abbreviation",0.6799999999999999,0.3333333333333333,0.6799999999999999,0.9090909090909091,0.3333333333333333,0.9090909090909091,1.0,1,1,1
non_1119,real_non_duplicate,none,0.5806451612903225,0.125,0.5806451612903225,0.3076923076923077,0.0,0.3076923076923077,0.281821585,0,1,0
dup_1182,synthetic_duplicate,"word_order,abbreviation,encoding",1.0,1.0,1.0,0.8387096774193549,0.5,0.8387096774193549,1.0,1,1,1
dup_131,synthetic_duplicate,case,1.0,1.0,1.0,0.9763779527559056,0.5384615384615384,0.9763779527559056,1.0,1,1,1
non_26,real_non_duplicate,none,0.032258064516129004,0.0,0.032258064516129004,0.06451612903225812,0.0,0.06451612903225812,0.05910440563315948,0,0,0
non_64,real_non_duplicate,none,0.36923076923076925,0.0,0.36923076923076925,0.32558139534883723,0.0,0.32558139534883723,0.8912604675982481,0,0,0
non_1827,real_non_duplicate,none,0.23300970873786409,0.0,0.23300970873786409,0.47619047619047616,0.0,0.47619047619047616,0.007141374906803637,0,0,0
non_325,real_non_duplicate,none,0.367816091954023,0.0,0.367816091954023,0.22857142857142854,0.0,0.22857142857142854,5.056264467710733e-07,0,0,0
