pair_id,type,perturbations,cae_levenshtein,cae_jaccard,cae_jaro_winkler,win_levenshtein,win_jaccard,win_jaro_winkler,value_ratio,cpv_match,country_match,label,sbert_similarity
non_1429,real_non_duplicate,none,0.5512820512820513,0.2857142857142857,0.7021135265700483,0.3218390804597701,0.0,0.5613523187052599,0.144023980149468,0,1,0,1.0
dup_1000,synthetic_duplicate,word_drop,0.845360824742268,0.3636363636363636,0.9128091546696198,0.8076923076923077,0.2857142857142857,0.7595959595959596,1.0,1,1,1,1.0
dup_931,synthetic_duplicate,"encoding,abbreviation",1.0,1.0,1.0,0.95,0.4,0.98,1.0,1,1,1,1.0
dup_1403,synthetic_duplicate,abbreviation,0.9782608695652174,0.7692307692307693,0.9737209027531608,0.8461538461538461,0.3333333333333333,0.9404761904761904,1.0,1,1,1,1.0
dup_149,synthetic_duplicate,"abbreviation,encoding",1.0,1.0,1.0,0.8620689655172413,0.0833333333333333,0.8808275862068966,1.0,1,1,1,1.0
non_1905,real_non_duplicate,none,0.4210526315789473,0.0,0.6715433382100048,0.2105263157894736,0.0,0.4440709617180206,0.188482889580688,0,0,0,1.0
dup_1134,synthetic_duplicate,"case,encoding,word_order",0.7272727272727273,1.0,0.8298097251585624,0.9142857142857144,0.3,0.9658181818181818,1.0,1,1,1,1.0
non_415,real_non_duplicate,none,0.2631578947368421,0.0,0.4843915343915344,0.3157894736842105,0.0,0.5209849826218113,0.0012876044969794,0,0,0,1.0
dup_1825,synthetic_duplicate,abbreviation,0.96,0.2,0.951340536214486,0.9583333333333334,0.4,0.9572463768115942,1.0,1,1,1,1.0
dup_264,synthetic_duplicate,"case,word_drop",0.8817204301075269,0.7,0.8796435272045028,0.6829268292682926,0.5,0.4947089947089947,1.0,1,1,1,1.0
non_1825,real_non_duplicate,none,0.3777777777777777,0.0,0.6127989657401421,0.2325581395348837,0.0,0.5875180375180374,0.0236,0,0,0,1.0
non_878,real_non_duplicate,none,0.3902439024390244,0.0,0.5879545454545454,0.326530612244898,0.0,0.5176767676767677,0.1875759861099258,0,0,0,1.0
non_843,real_non_duplicate,none,0.3728813559322034,0.0,0.5803696191120126,0.3488372093023255,0.1538461538461538,0.6322123930819582,0.21139686341331,0,1,0,1.0
dup_1006,synthetic_duplicate,encoding,1.0,1.0,1.0,0.9079754601226994,0.2857142857142857,0.9038537935525888,1.0,1,1,1,1.0
dup_1601,synthetic_duplicate,"encoding,word_order,word_drop",0.7252747252747253,0.3636363636363636,0.7477656405163852,0.6857142857142857,0.2,0.9027972027972028,1.0,1,1,1,1.0
non_1584,real_non_duplicate,none,0.1951219512195121,0.0,0.4232026143790849,0.4590163934426229,0.0,0.5805682684973302,0.1190637768454046,0,0,0,1.0
non_1937,real_non_duplicate,none,0.3103448275862068,0.0,0.5186684660368871,0.1739130434782608,0.0,0.4512820512820513,0.661303682743526,0,0,0,1.0
non_1786,real_non_duplicate,none,0.3362831858407079,0.0,0.5079021135359163,0.2439024390243902,0.0,0.5466973886328725,0.3402466407935273,1,0,0,1.0
non_797,real_non_duplicate,none,0.2641509433962264,0.0,0.46509009009009,0.1176470588235294,0.0,0.3555555555555555,0.5292857142857142,0,1,0,1.0
non_835,real_non_duplicate,none,0.3061224489795918,0.0,0.5777767941018793,0.4,0.25,0.6164021164021164,0.9176573291351666,0,1,0,1.0
dup_1439,synthetic_duplicate,encoding,0.9027777777777778,0.2,0.8879495319780869,0.9215686274509804,0.2857142857142857,0.9303295786399666,1.0,1,1,1,1.0
non_857,real_non_duplicate,none,0.2580645161290322,0.0,0.5572147422820617,0.2950819672131147,0.0,0.5132090132090132,0.2943031940623624,0,1,0,1.0
dup_1924,synthetic_duplicate,encoding,0.9761904761904762,0.5714285714285714,0.9035230352303524,0.9248554913294798,0.1363636363636363,0.8977514713750668,1.0,1,1,1,1.0
non_1510,real_non_duplicate,none,0.1935483870967742,0.0,0.437902576489533,0.4444444444444444,0.0,0.6558441558441559,0.1919531902872951,0,1,0,1.0
non_1025,real_non_duplicate,none,0.3055555555555556,0.0,0.5966386554621849,0.1632653061224489,0.0,0.4411680911680912,0.092209440625,0,0,0,1.0
non_1058,real_non_duplicate,none,0.4273504273504274,0.0,0.6991978609625669,0.5714285714285714,0.1428571428571428,0.7138610182088443,0.0028451869296114,0,0,0,1.0
dup_222,synthetic_duplicate,"encoding,word_order,abbreviation",0.6981132075471699,0.25,0.750625917292584,0.631578947368421,0.6666666666666666,0.918098868098868,1.0,1,1,1,1.0
non_507,real_non_duplicate,none,0.2711864406779661,0.0,0.4753968253968254,0.2553191489361702,0.0,0.3962962962962962,0.1293731096383245,0,0,0,1.0
dup_1653,synthetic_duplicate,abbreviation,0.9375,0.1428571428571428,0.9283333333333332,0.8888888888888888,0.1666666666666666,0.956656346749226,1.0,1,1,1,1.0
dup_1358,synthetic_duplicate,"abbreviation,case",1.0,1.0,1.0,0.8780487804878049,0.3333333333333333,0.9514285714285714,1.0,1,1,1,1.0
non_1296,real_non_duplicate,none,0.3013698630136986,0.0,0.4865271377368151,0.3106796116504854,0.0434782608695652,0.6044512966476914,0.0152492945195056,0,0,0,1.0
dup_1434,synthetic_duplicate,"encoding,abbreviation",1.0,1.0,1.0,0.9285714285714286,0.5,0.937287552804794,1.0,1,1,1,1.0
dup_260,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.9090909090909092,0.4285714285714285,0.9643892339544512,1.0,1,1,1,1.0
dup_1967,synthetic_duplicate,abbreviation,0.9897959183673468,0.7857142857142857,0.92993898590364,0.8260869565217391,0.25,0.9338461538461538,1.0,1,1,1,1.0
dup_370,synthetic_duplicate,case,1.0,1.0,1.0,0.78125,0.1290322580645161,0.8265766977311155,1.0,1,1,1,1.0
non_668,real_non_duplicate,none,0.3777777777777777,0.0,0.5572200263504611,0.2222222222222222,0.0,0.5365384615384615,0.0590967336995077,0,1,0,1.0
non_1627,real_non_duplicate,none,0.2666666666666667,0.0,0.5511904761904762,0.25,0.0,0.482739149405816,0.2885807027027027,0,0,0,1.0
dup_464,synthetic_duplicate,"word_drop,word_order,encoding",0.8161764705882353,0.4285714285714285,0.8882122156605424,0.6585365853658536,0.8,0.8819537184243067,1.0,1,1,1,1.0
non_725,real_non_duplicate,none,0.1212121212121212,0.0,0.4179487179487179,0.2424242424242424,0.0,0.573529411764706,0.0188023169254966,0,0,0,1.0
dup_1994,synthetic_duplicate,"encoding,abbreviation",1.0,1.0,1.0,0.8791208791208791,0.2777777777777778,0.9123290986085903,1.0,1,1,1,1.0
dup_1927,synthetic_duplicate,case,1.0,1.0,1.0,0.9473684210526316,0.5,0.9716566320014596,1.0,1,1,1,1.0
non_941,real_non_duplicate,none,0.3354838709677419,0.0588235294117647,0.5622260932078027,0.3178807947019867,0.0,0.5835023114937031,0.2313082278565879,0,1,0,1.0
non_800,real_non_duplicate,none,0.2857142857142857,0.0,0.5659603554340397,0.2916666666666666,0.0,0.4928842504743833,0.0527604468282135,0,1,0,1.0
dup_917,synthetic_duplicate,"word_drop,case",0.810126582278481,0.0909090909090909,0.8891149870801034,0.9696969696969696,0.3333333333333333,0.9882352941176472,1.0,1,1,1,1.0
dup_1919,synthetic_duplicate,"word_drop,abbreviation,encoding",0.8095238095238095,0.6666666666666666,0.7560784313725492,0.8764044943820225,0.25,0.9182653061224488,1.0,1,1,1,1.0
dup_1555,synthetic_duplicate,"word_drop,encoding,case",1.0,1.0,1.0,0.7441860465116279,0.2,0.7391975308641975,1.0,1,1,1,1.0
dup_791,synthetic_duplicate,encoding,1.0,1.0,1.0,0.84,0.25,0.7905219780219781,1.0,1,1,1,1.0
non_1609,real_non_duplicate,none,0.3333333333333333,0.0,0.5365384615384615,0.2272727272727273,0.0,0.4362433862433862,0.0378378668918918,0,0,0,1.0
dup_536,synthetic_duplicate,word_order,1.0,1.0,1.0,0.6086956521739131,0.4285714285714285,0.6356060606060606,1.0,1,1,1,1.0
non_1745,real_non_duplicate,none,0.3461538461538461,0.0,0.5731195571397422,0.217391304347826,0.0,0.3968864468864468,0.8048738948148599,0,0,0,1.0
dup_1300,synthetic_duplicate,"word_drop,word_order,encoding",1.0,1.0,1.0,0.4761904761904761,0.3333333333333333,0.8625,1.0,1,1,1,1.0
dup_1863,synthetic_duplicate,"word_order,abbreviation",1.0,1.0,1.0,0.6756756756756757,0.3,0.8913656690746473,1.0,1,1,1,1.0
dup_1490,synthetic_duplicate,"word_order,abbreviation",1.0,1.0,1.0,0.8461538461538461,0.25,0.8952380952380953,1.0,1,1,1,1.0
non_438,real_non_duplicate,none,0.2417582417582418,0.0,0.5101575456053068,0.2222222222222222,0.0,0.5222222222222223,0.0061960493392729,0,0,0,1.0
dup_382,synthetic_duplicate,word_drop,1.0,1.0,1.0,0.5909090909090908,0.2857142857142857,0.8416117216117216,1.0,1,1,1,1.0
dup_886,synthetic_duplicate,abbreviation,0.9523809523809524,0.4,0.9809523809523808,0.9454545454545454,0.4,0.9854497354497356,1.0,1,1,1,1.0
non_1218,real_non_duplicate,none,0.2886597938144329,0.0,0.5508668777325494,0.2058823529411765,0.0,0.4265873015873015,0.6365068313096082,0,0,0,1.0
non_901,real_non_duplicate,none,0.3673469387755101,0.0,0.5886531986531987,0.3478260869565217,0.0,0.541238717709306,0.3017383827439255,0,0,0,1.0
non_434,real_non_duplicate,none,0.1481481481481481,0.0,0.3694534632034632,0.2167832167832167,0.0,0.5427350427350427,0.3260591,0,0,0,1.0
non_344,real_non_duplicate,none,0.4938271604938271,0.1111111111111111,0.693825930700418,0.3571428571428571,0.0,0.505982905982906,0.5668015441373275,0,1,0,1.0
dup_1199,synthetic_duplicate,"case,abbreviation",0.9433962264150944,0.1666666666666666,0.9014928774928777,0.896551724137931,0.3333333333333333,0.9625,1.0,1,1,1,1.0
dup_487,synthetic_duplicate,word_drop,1.0,1.0,1.0,0.6521739130434783,0.5,0.8691666666666666,1.0,1,1,1,1.0
non_555,real_non_duplicate,none,0.2469135802469135,0.0,0.4536507936507936,0.3076923076923077,0.0,0.4564102564102564,0.1052157663556301,0,0,0,1.0
non_1136,real_non_duplicate,none,0.3703703703703703,0.0,0.5189255189255189,0.3478260869565217,0.0,0.5798850574712644,0.0276882052051906,0,1,0,1.0
dup_254,synthetic_duplicate,encoding,0.9767441860465116,0.6363636363636364,0.990909090909091,0.9333333333333332,0.25,0.8957142857142857,1.0,1,1,1,1.0
dup_1782,synthetic_duplicate,"case,encoding,word_drop",1.0,1.0,1.0,0.8636363636363636,0.6666666666666666,0.7971929824561403,1.0,1,1,1,1.0
non_937,real_non_duplicate,none,0.2553191489361702,0.0,0.5405228758169934,0.1791044776119402,0.0,0.5246390458254865,0.1486576613413045,0,0,0,1.0
non_1461,real_non_duplicate,none,0.2368421052631578,0.0,0.4902652902652902,0.1818181818181817,0.0,0.440584505100634,0.103119424780821,0,0,0,1.0
non_1091,real_non_duplicate,none,0.2153846153846154,0.0,0.5036075036075035,0.2222222222222222,0.0,0.4647058823529411,0.0408120987920902,0,0,0,1.0
non_1057,real_non_duplicate,none,0.2095238095238095,0.0,0.4159810445654366,0.3333333333333333,0.0,0.5287392442947999,0.038706759969418,0,0,0,1.0
dup_565,synthetic_duplicate,"encoding,case",0.8378378378378378,0.0833333333333333,0.8706190061028771,0.9142857142857144,0.2,0.968421052631579,1.0,1,1,1,1.0
dup_1926,synthetic_duplicate,"case,word_drop,word_order",0.7735849056603774,0.6666666666666666,0.803639846743295,0.5384615384615384,0.0,0.7031590413943355,1.0,1,1,1,1.0
dup_1450,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.8055555555555556,0.1,0.8555100072341452,1.0,1,1,1,1.0
non_534,real_non_duplicate,none,0.3333333333333333,0.0,0.6310681868368141,0.2857142857142857,0.0,0.5509259259259259,1.3235782790533441e-08,0,0,0,1.0
non_1231,real_non_duplicate,none,0.2608695652173913,0.0,0.4615384615384615,0.3199999999999999,0.0,0.547008547008547,0.1164557798407611,0,1,0,1.0
dup_1477,synthetic_duplicate,word_order,0.4528301886792453,0.5,0.5428028761362095,0.7852760736196319,0.5,0.8300362024421868,1.0,1,1,1,1.0
non_1692,real_non_duplicate,none,0.3236994219653178,0.0,0.5909906501193959,0.1666666666666666,0.0,0.3999999999999999,0.0731793538790747,0,0,0,1.0
non_1110,real_non_duplicate,none,0.304,0.0,0.5692097627581499,0.1730769230769231,0.0,0.5140096618357488,0.5568960496464681,0,0,0,1.0
non_1013,real_non_duplicate,none,0.21875,0.0,0.5057216685123662,0.1818181818181817,0.0,0.5496031746031745,0.1752484843310408,0,0,0,1.0
dup_863,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.8947368421052632,0.4,0.935359477124183,1.0,1,1,1,1.0
non_1512,real_non_duplicate,none,0.2784810126582279,0.0,0.4884751773049645,0.1935483870967742,0.0,0.4732711732711732,0.5938693593457539,0,0,0,1.0
dup_363,synthetic_duplicate,"abbreviation,case,encoding",1.0,1.0,1.0,0.9056603773584906,0.6,0.9385714285714286,1.0,1,1,1,1.0
dup_1688,synthetic_duplicate,"case,encoding",1.0,1.0,1.0,0.9026548672566372,0.3,0.9225545585465824,1.0,1,1,1,1.0
dup_1779,synthetic_duplicate,case,0.991304347826087,0.7777777777777778,0.996551724137931,0.9052631578947368,0.2,0.8830756226290616,1.0,1,1,1,1.0
dup_1418,synthetic_duplicate,"encoding,word_order",1.0,1.0,1.0,0.896551724137931,0.4285714285714285,0.908095238095238,1.0,1,1,1,1.0
dup_1848,synthetic_duplicate,"abbreviation,word_order,case",1.0,1.0,1.0,0.7017543859649122,0.2857142857142857,0.8811207609594707,1.0,1,1,1,1.0
non_443,real_non_duplicate,none,0.1353383458646616,0.0,0.4944250194250194,0.3888888888888888,0.0,0.5916666666666667,0.0257274021737234,0,0,0,1.0
dup_381,synthetic_duplicate,"word_order,abbreviation",0.9081632653061223,0.7857142857142857,0.92993898590364,0.7843137254901961,0.4285714285714285,0.8953423120089786,1.0,1,1,1,1.0
non_1032,real_non_duplicate,none,0.3870967741935484,0.0,0.5330242075931731,0.2272727272727273,0.0,0.4317460317460317,0.1203666139289606,0,0,0,1.0
dup_1679,synthetic_duplicate,word_drop,0.8405797101449275,0.4,0.8937114298131247,0.5185185185185186,0.0,0.5880952380952381,1.0,1,1,1,1.0
dup_968,synthetic_duplicate,"word_order,abbreviation",0.8140703517587939,0.4285714285714285,0.9404750598771218,0.4705882352941176,0.25,0.6601851851851852,1.0,1,1,1,1.0
dup_1059,synthetic_duplicate,"abbreviation,encoding",1.0,1.0,1.0,0.9041591320072332,0.4,0.873061000498413,1.0,1,1,1,1.0
dup_853,synthetic_duplicate,word_order,1.0,1.0,1.0,0.6666666666666667,0.2,0.7797619047619048,1.0,1,1,1,1.0
non_1128,real_non_duplicate,none,0.2637362637362637,0.0,0.5394629924041688,0.2857142857142857,0.0,0.5109427609427609,0.001945409090909,0,0,0,1.0
non_1730,real_non_duplicate,none,0.2195121951219512,0.0,0.4372685185185185,0.2222222222222222,0.0,0.517948717948718,3.6857444361568434e-06,0,0,0,1.0
non_1919,real_non_duplicate,none,0.2121212121212121,0.0,0.5228245144211531,0.3125,0.0,0.6016339869281045,0.359345872487797,0,0,0,1.0
non_1971,real_non_duplicate,none,0.1212121212121212,0.0,0.2493734335839599,0.2857142857142857,0.0,0.5192307692307693,0.0940934237269524,0,0,0,1.0
non_257,real_non_duplicate,none,0.3255813953488372,0.0,0.4320987654320987,0.1428571428571429,0.0,0.404040404040404,0.1460461977698721,0,1,0,1.0
non_1679,real_non_duplicate,none,0.3243243243243243,0.0,0.5187835134053622,0.3157894736842105,0.0,0.5495230078563412,2.054917674860651e-06,0,1,0,1.0
dup_1005,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.951219512195122,0.5,0.9445903689806128,1.0,1,1,1,1.0
dup_17,synthetic_duplicate,word_drop,0.7804878048780488,0.2857142857142857,0.8715686274509804,0.967741935483871,0.3333333333333333,0.9875,1.0,1,1,1,1.0
dup_1354,synthetic_duplicate,"abbreviation,case",1.0,1.0,1.0,0.9230769230769232,0.125,0.9364444444444444,1.0,1,1,1,1.0
dup_585,synthetic_duplicate,"word_drop,word_order",0.6153846153846154,0.3333333333333333,0.8718954248366013,0.5777777777777777,0.4,0.6604938271604938,1.0,1,1,1,1.0
non_111,real_non_duplicate,none,0.3925233644859813,0.0666666666666666,0.6245632424877708,0.3789473684210526,0.0,0.5759672138982485,0.0089713827709342,0,1,0,1.0
non_1949,real_non_duplicate,none,0.2068965517241379,0.0,0.4682729746020884,0.2105263157894736,0.0,0.4458559168925022,0.2471897966399047,0,0,0,1.0
dup_864,synthetic_duplicate,"case,abbreviation,word_order",1.0,1.0,1.0,0.8,1.0,0.9161904761904762,1.0,1,1,1,1.0
non_452,real_non_duplicate,none,0.3768115942028985,0.0,0.5664867296446244,0.1694915254237288,0.0,0.4664859981933153,0.0312564893095768,0,0,0,1.0
dup_398,synthetic_duplicate,"word_drop,abbreviation",0.5641025641025641,0.25,0.8583333333333333,0.8095238095238095,0.2,0.9174206349206347,1.0,1,1,1,1.0
non_232,real_non_duplicate,none,0.2926829268292683,0.0,0.4357753357753358,0.2352941176470588,0.0,0.4075702075702076,0.7286073817762398,0,0,0,1.0
dup_1007,synthetic_duplicate,"encoding,case",1.0,1.0,1.0,0.8979591836734694,0.1428571428571428,0.8956969696969698,1.0,1,1,1,1.0
dup_215,synthetic_duplicate,word_drop,0.9532710280373832,0.7142857142857143,0.9625350140056022,0.717948717948718,0.2857142857142857,0.885,1.0,1,1,1,1.0
non_1394,real_non_duplicate,none,0.25,0.0,0.5495726495726495,0.1818181818181817,0.0,0.404040404040404,0.3734276434346663,0,0,0,1.0
dup_232,synthetic_duplicate,"word_drop,word_order",0.6590909090909092,0.1333333333333333,0.8435897435897436,0.7096774193548387,0.375,0.7682389937106918,1.0,1,1,1,1.0
dup_1550,synthetic_duplicate,"word_drop,word_order",1.0,1.0,1.0,0.5,0.2857142857142857,0.6701185011209566,1.0,1,1,1,1.0
non_109,real_non_duplicate,none,0.0677966101694915,0.0,0.378858024691358,0.0170940170940171,0.0,0.2285714285714285,0.8312114166666666,0,0,0,1.0
dup_1704,synthetic_duplicate,case,0.5714285714285714,0.0,0.6667032811957695,0.5671641791044777,0.0,0.6835722819593788,1.0,1,1,1,1.0
non_1634,real_non_duplicate,none,0.2545454545454545,0.0,0.5765362511052167,0.2641509433962264,0.0,0.4908033033033033,1.65848037326895e-10,0,0,0,1.0
non_70,real_non_duplicate,none,0.2307692307692307,0.0,0.4844636844636844,0.2711864406779661,0.0,0.541531713900135,0.2452537534299188,0,0,0,1.0
non_1018,real_non_duplicate,none,0.2352941176470588,0.0,0.4634259259259259,0.2325581395348837,0.0,0.5385300973536268,5.486369088567609e-08,0,0,0,1.0
dup_1915,synthetic_duplicate,"case,word_order",1.0,1.0,1.0,0.7058823529411764,0.3333333333333333,0.9141666666666668,1.0,1,1,1,1.0
dup_1029,synthetic_duplicate,"abbreviation,word_order",1.0,1.0,1.0,0.8681318681318682,0.4705882352941176,0.9172515427834576,1.0,1,1,1,1.0
dup_1195,synthetic_duplicate,word_order,1.0,1.0,1.0,0.8761904761904762,0.3076923076923077,0.8876529131246113,1.0,1,1,1,1.0
dup_1303,synthetic_duplicate,"word_order,abbreviation",1.0,1.0,1.0,0.5454545454545454,0.1428571428571428,0.8011396011396011,1.0,1,1,1,1.0
non_1476,real_non_duplicate,none,0.0305343511450382,0.0,0.3598140287042652,0.0655737704918032,0.0,0.3770609318996415,0.0368612248604819,0,0,0,1.0
non_1049,real_non_duplicate,none,0.2727272727272727,0.0,0.4833333333333334,0.3076923076923077,0.0,0.5296633370329263,0.0002951241466552,0,0,0,1.0
non_1618,real_non_duplicate,none,0.4186046511627906,0.0,0.5881129104813315,0.2352941176470588,0.0,0.4698412698412698,0.2968354907958134,0,0,0,1.0
dup_912,synthetic_duplicate,"encoding,word_order",0.4285714285714286,0.1428571428571428,0.5484848484848485,0.56,0.1428571428571428,0.6305304172951232,1.0,1,1,1,1.0
dup_74,synthetic_duplicate,"word_order,encoding",0.9090909090909092,0.5,0.9632275132275132,0.7096774193548387,0.8,0.8458333333333333,1.0,1,1,1,1.0
dup_430,synthetic_duplicate,word_drop,1.0,1.0,1.0,0.7619047619047619,0.2,0.912470588235294,1.0,1,1,1,1.0
non_681,real_non_duplicate,none,0.2222222222222222,0.0,0.4621082621082621,0.25,0.0,0.4239028944911298,0.5721554281191321,0,0,0,1.0
dup_172,synthetic_duplicate,word_drop,0.72,0.6666666666666666,0.7430555555555555,0.6666666666666667,0.6666666666666666,0.5086580086580087,1.0,1,1,1,1.0
non_1028,real_non_duplicate,none,0.3928571428571429,0.0,0.6119815668202765,0.3272727272727272,0.0,0.5767094017094018,0.1342821592528113,0,0,0,1.0
non_862,real_non_duplicate,none,0.3095238095238095,0.0,0.5351851851851852,0.2692307692307693,0.0,0.4676752532824497,0.0693647366776985,0,0,0,1.0
non_1007,real_non_duplicate,none,0.2278481012658227,0.0,0.4992424242424242,0.1999999999999999,0.0,0.5250042669397508,1.142411375598062e-06,0,0,0,1.0
non_729,real_non_duplicate,none,0.1975308641975308,0.0,0.55566534914361,0.3835616438356164,0.2222222222222222,0.4545596432552954,0.8560236591413275,0,1,0,1.0
non_1320,real_non_duplicate,none,0.2465753424657534,0.0,0.4986906710310965,0.16,0.0,0.3953942232630758,0.0535172661870503,0,0,0,1.0
dup_1971,synthetic_duplicate,"encoding,word_order",0.7894736842105263,0.7777777777777778,0.7635756056808688,0.7735849056603774,0.5,0.9294928774928776,1.0,1,1,1,1.0
non_3,real_non_duplicate,none,0.2592592592592593,0.0,0.5030068431602959,0.25,0.0,0.4033670033670034,0.4693243261464612,0,0,0,1.0
dup_288,synthetic_duplicate,"word_order,abbreviation,encoding",1.0,1.0,1.0,0.6842105263157895,0.4,0.681704260651629,1.0,1,1,1,1.0
dup_548,synthetic_duplicate,abbreviation,1.0,1.0,1.0,0.8387096774193549,0.25,0.938655462184874,1.0,1,1,1,1.0
dup_66,synthetic_duplicate,"word_drop,word_order",1.0,1.0,1.0,0.3809523809523809,0.0,0.5958333333333333,1.0,1,1,1,1.0
dup_109,synthetic_duplicate,"case,abbreviation",1.0,1.0,1.0,0.7837837837837838,0.2727272727272727,0.8864166041510377,1.0,1,1,1,1.0
non_1277,real_non_duplicate,none,0.4444444444444444,0.0,0.5648148148148149,0.1290322580645161,0.0,0.3787878787878787,0.1373404130053541,0,1,0,1.0
non_780,real_non_duplicate,none,0.3125,0.0,0.5350276963180188,0.4324324324324324,0.0,0.6334462638810465,0.0009189214705329,0,0,0,1.0
non_984,real_non_duplicate,none,0.3333333333333333,0.1176470588235294,0.6212454212454213,0.3,0.0,0.5488304093567252,0.079050078048777,0,1,0,1.0
dup_1404,synthetic_duplicate,"case,word_drop",0.8666666666666667,0.0833333333333333,0.881547619047619,0.8260869565217391,0.75,0.8986354775828459,1.0,1,1,1,1.0
non_395,real_non_duplicate,none,0.2909090909090909,0.0,0.5350017199862401,0.2222222222222222,0.0,0.4642857142857142,0.4120293408061762,0,0,0,1.0
non_1027,real_non_duplicate,none,0.2439024390243902,0.0,0.4904214559386973,0.1666666666666666,0.0,0.5361437301117964,0.00068368125,0,0,0,1.0
dup_460,synthetic_duplicate,"abbreviation,word_order",0.7857142857142857,1.0,0.7764907764907765,0.8888888888888888,1.0,0.966239316239316,1.0,1,1,1,1.0
dup_470,synthetic_duplicate,"word_drop,case",1.0,1.0,1.0,0.9285714285714286,0.3333333333333333,0.9733333333333334,1.0,1,1,1,1.0
non_1497,real_non_duplicate,none,0.303030303030303,0.0,0.4814009661835749,0.2153846153846154,0.0,0.4811111111111111,6.199666650123891e-09,0,0,0,1.0
dup_1602,synthetic_duplicate,"word_order,word_drop",0.9230769230769232,0.4,0.937365491651206,0.6292134831460674,0.2666666666666666,0.7825650728127508,1.0,1,1,1,1.0
non_439,real_non_duplicate,none,0.0227272727272727,0.0,0.3557081108568523,0.0517241379310344,0.0,0.3679085941381023,2.505733117372548e-05,0,0,0,1.0
